Product Type	Consumption Thread ID	Production Sequence Number	Consumption Sequence Number
product_1	140508053628480		0				1
product_2	140508028450368		0				1
product_2	140508028450368		1				2
product_1	140508036843072		1				2
product_2	140508045235776		2				3
product_1	140508053628480		2				3
product_2	140508028450368		3				4
product_1	140508036843072		3				4
product_2	140508045235776		4				5
product_1	140508053628480		4				5
product_2	140508028450368		5				6
product_1	140508036843072		5				6
product_2	140508045235776		6				7
product_1	140508053628480		6				7
product_2	140508028450368		7				8
product_1	140508036843072		7				8
product_2	140508045235776		8				9
product_1	140508053628480		8				9
product_2	140508028450368		9				10
product_1	140508036843072		9				10
product_2	140508045235776		10				11
product_1	140508053628480		10				11
product_2	140508028450368		11				12
product_1	140508036843072		11				12
product_2	140508045235776		12				13
product_1	140508053628480		12				13
product_2	140508028450368		13				14
product_1	140508036843072		13				14
product_2	140508045235776		14				15
product_1	140508053628480		14				15
product_2	140508028450368		15				16
product_1	140508036843072		15				16
product_2	140508045235776		16				17
product_1	140508053628480		16				17
product_2	140508028450368		17				18
product_1	140508036843072		17				18
product_2	140508045235776		18				19
product_1	140508053628480		18				19
product_2	140508028450368		19				20
product_1	140508036843072		19				20
product_2	140508045235776		20				21
product_1	140508053628480		20				21
product_2	140508028450368		21				22
product_1	140508036843072		21				22
product_2	140508045235776		22				23
product_1	140508053628480		22				23
product_2	140508028450368		23				24
product_1	140508036843072		23				24
product_2	140508045235776		24				25
product_1	140508053628480		24				25
product_2	140508028450368		25				26
product_1	140508036843072		25				26
product_2	140508045235776		26				27
product_1	140508053628480		26				27
product_2	140508028450368		27				28
product_1	140508036843072		27				28
product_2	140508045235776		28				29
product_1	140508053628480		28				29
product_2	140508028450368		29				30
product_1	140508036843072		29				30
product_2	140508045235776		30				31
product_1	140508053628480		30				31
product_2	140508028450368		31				32
product_1	140508036843072		31				32
product_2	140508045235776		32				33
product_1	140508053628480		32				33
product_2	140508028450368		33				34
product_1	140508036843072		33				34
product_2	140508045235776		34				35
product_1	140508053628480		34				35
product_2	140508028450368		35				36
product_1	140508036843072		35				36
product_2	140508045235776		36				37
product_1	140508053628480		36				37
product_2	140508028450368		37				38
product_1	140508036843072		37				38
product_2	140508045235776		38				39
product_1	140508053628480		38				39
product_2	140508028450368		39				40
product_1	140508036843072		39				40
product_2	140508045235776		40				41
product_1	140508053628480		40				41
product_2	140508028450368		41				42
product_1	140508036843072		41				42
product_2	140508045235776		42				43
product_1	140508053628480		42				43
product_2	140508028450368		43				44
product_1	140508036843072		43				44
product_2	140508045235776		44				45
product_1	140508053628480		44				45
product_2	140508028450368		45				46
product_1	140508036843072		45				46
product_2	140508045235776		46				47
product_1	140508053628480		46				47
product_2	140508028450368		47				48
product_1	140508036843072		47				48
product_2	140508045235776		48				49
product_1	140508053628480		48				49
product_2	140508028450368		49				50
product_1	140508036843072		49				50
product_2	140508045235776		50				51
product_1	140508053628480		50				51
product_2	140508028450368		51				52
product_1	140508036843072		51				52
product_2	140508045235776		52				53
product_1	140508053628480		52				53
product_2	140508028450368		53				54
product_1	140508036843072		53				54
product_2	140508045235776		54				55
product_1	140508053628480		54				55
product_2	140508028450368		55				56
product_1	140508036843072		55				56
product_2	140508045235776		56				57
product_1	140508053628480		56				57
product_2	140508028450368		57				58
product_1	140508036843072		57				58
product_2	140508045235776		58				59
product_1	140508053628480		58				59
product_2	140508028450368		59				60
product_1	140508036843072		59				60
product_2	140508045235776		60				61
product_1	140508053628480		60				61
product_2	140508028450368		61				62
product_1	140508036843072		61				62
product_2	140508045235776		62				63
product_1	140508053628480		62				63
product_2	140508028450368		63				64
product_1	140508036843072		63				64
product_2	140508045235776		64				65
product_1	140508053628480		64				65
product_2	140508028450368		65				66
product_1	140508036843072		65				66
product_2	140508045235776		66				67
product_1	140508053628480		66				67
product_2	140508028450368		67				68
product_1	140508036843072		67				68
product_2	140508045235776		68				69
product_1	140508053628480		68				69
product_2	140508028450368		69				70
product_1	140508036843072		69				70
product_2	140508045235776		70				71
product_1	140508053628480		70				71
product_2	140508028450368		71				72
product_1	140508036843072		71				72
product_2	140508045235776		72				73
product_1	140508053628480		72				73
product_2	140508028450368		73				74
product_1	140508036843072		73				74
product_2	140508045235776		74				75
product_1	140508053628480		74				75
product_2	140508028450368		75				76
product_1	140508036843072		75				76
product_2	140508045235776		76				77
product_1	140508053628480		76				77
product_2	140508028450368		77				78
product_1	140508036843072		77				78
product_2	140508045235776		78				79
product_1	140508053628480		78				79
product_2	140508028450368		79				80
product_1	140508036843072		79				80
product_2	140508045235776		80				81
product_1	140508053628480		80				81
product_2	140508028450368		81				82
product_1	140508036843072		81				82
product_2	140508045235776		82				83
product_1	140508053628480		82				83
product_2	140508028450368		83				84
product_1	140508036843072		83				84
product_2	140508045235776		84				85
product_1	140508053628480		84				85
product_2	140508028450368		85				86
product_1	140508036843072		85				86
product_2	140508045235776		86				87
product_1	140508053628480		86				87
product_2	140508028450368		87				88
product_1	140508036843072		87				88
product_2	140508045235776		88				89
product_1	140508053628480		88				89
product_2	140508028450368		89				90
product_1	140508036843072		89				90
product_2	140508045235776		90				91
product_1	140508053628480		90				91
product_2	140508028450368		91				92
product_1	140508036843072		91				92
product_2	140508045235776		92				93
product_1	140508053628480		92				93
product_2	140508028450368		93				94
product_1	140508036843072		93				94
product_2	140508045235776		94				95
product_1	140508053628480		94				95
product_2	140508028450368		95				96
product_1	140508036843072		95				96
product_2	140508045235776		96				97
product_1	140508053628480		96				97
product_2	140508028450368		97				98
product_1	140508036843072		97				98
product_2	140508045235776		98				99
product_1	140508053628480		98				99
product_2	140508028450368		99				100
product_1	140508036843072		99				100
product_2	140508045235776		100				101
product_1	140508053628480		100				101
product_2	140508028450368		101				102
product_1	140508036843072		101				102
product_2	140508045235776		102				103
product_1	140508053628480		102				103
product_2	140508028450368		103				104
product_1	140508036843072		103				104
product_2	140508045235776		104				105
product_1	140508053628480		104				105
product_2	140508028450368		105				106
product_1	140508036843072		105				106
product_2	140508045235776		106				107
product_1	140508053628480		106				107
product_2	140508028450368		107				108
product_1	140508036843072		107				108
product_2	140508045235776		108				109
product_1	140508053628480		108				109
product_2	140508028450368		109				110
product_1	140508036843072		109				110
product_2	140508045235776		110				111
product_1	140508053628480		110				111
product_2	140508028450368		111				112
product_1	140508036843072		111				112
product_2	140508045235776		112				113
product_1	140508053628480		112				113
product_2	140508028450368		113				114
product_1	140508036843072		113				114
product_2	140508045235776		114				115
product_1	140508053628480		114				115
product_2	140508028450368		115				116
product_1	140508036843072		115				116
product_2	140508045235776		116				117
product_1	140508053628480		116				117
product_2	140508028450368		117				118
product_1	140508036843072		117				118
product_2	140508045235776		118				119
product_1	140508053628480		118				119
product_2	140508028450368		119				120
product_1	140508036843072		119				120
product_2	140508045235776		120				121
product_1	140508053628480		120				121
product_2	140508028450368		121				122
product_1	140508036843072		121				122
product_2	140508045235776		122				123
product_1	140508053628480		122				123
product_2	140508028450368		123				124
product_1	140508036843072		123				124
product_2	140508045235776		124				125
product_1	140508053628480		124				125
product_2	140508028450368		125				126
product_1	140508036843072		125				126
product_2	140508045235776		126				127
product_1	140508053628480		126				127
product_2	140508028450368		127				128
product_1	140508036843072		127				128
product_2	140508045235776		128				129
product_1	140508053628480		128				129
product_2	140508028450368		129				130
product_1	140508036843072		129				130
product_2	140508045235776		130				131
product_1	140508053628480		130				131
product_2	140508028450368		131				132
product_1	140508036843072		131				132
product_2	140508045235776		132				133
product_1	140508053628480		132				133
product_2	140508028450368		133				134
product_1	140508036843072		133				134
product_2	140508045235776		134				135
product_1	140508053628480		134				135
product_2	140508028450368		135				136
product_1	140508036843072		135				136
product_2	140508045235776		136				137
product_1	140508053628480		136				137
product_2	140508028450368		137				138
product_1	140508036843072		137				138
product_2	140508045235776		138				139
product_1	140508053628480		138				139
product_2	140508028450368		139				140
product_1	140508036843072		139				140
product_2	140508045235776		140				141
product_1	140508053628480		140				141
product_2	140508028450368		141				142
product_1	140508036843072		141				142
product_2	140508045235776		142				143
product_1	140508053628480		142				143
product_2	140508028450368		143				144
product_1	140508036843072		143				144
product_2	140508045235776		144				145
product_1	140508053628480		144				145
product_2	140508028450368		145				146
product_1	140508036843072		145				146
product_2	140508045235776		146				147
product_1	140508053628480		146				147
product_2	140508028450368		147				148
product_1	140508036843072		147				148
product_2	140508045235776		148				149
product_1	140508053628480		148				149
product_2	140508028450368		149				150
product_1	140508036843072		149				150
